sku,precio,categorias,nombre,descripcion,medidas,imagenes_url
PS27159-SIN 110,$141.21 ,Loncheras,LONCHERA REIKA,"Lonchera con amplio compartimento principal de apertura frontal y práctico compartimento secundario en la parte inferior, perfecto para guardar snacks adicionales. El plastificado interior garantiza higiene y facilidad de limpieza. Incluye una bolsa frontal con velcro especialmente diseñada para guardar cubiertos, evitando que se mezclen con las demás pertenencias. Sus asas de mano y de hombro, ofrecen versatilidad para llevarla contigo.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS27153-RQ 1115,$9.43 ,Bolígrafos,BOLíGRAFO INFINITO ZAMANI,Bolígrafo infinito con recubrimiento metalizado y tapón de plástico. Incluye touchscreen y parte superior desprendible con borrador en su interior.,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS27154-SIN 714,$346.37 ,Mochilas,MOCHILA NEST,"Mochila casual para acompañar tu estilo de vida activo. Su diseño cuenta con un compartimento principal equipado con separación de malla, ideal para tu computadora u otros accesorios, además de dos pequeños bolsillos de malla para objetos pequeños esenciales. Su bolsillo frontal con forro impermeable, te permite separar ropa mojada del resto de los accesorios, una buena solución para los amantes del deporte. Además, para mayor practicidad, hemos añadido dos bolsillos laterales para un acceso rápido a tus pertenencias, así como un compartimento inferior dedicado al calzado, manteniendo tus zapatos separados del resto de tus cosas. En la parte trasera, se incorpora un mini bolsillo especial para tus objetos de valor",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS27155-HL 9041,$180.35 ,Sets Oficina,SET DE LIBRETA JINSEI GRIS,"Set de regalo que incluye una libreta de 80 hojas con pasta rígida y solapa magnética, un bolígrafo metálico y un repuesto de tinta adicional. Caja de regalo incluida.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS27156-SIN 936,$68.39 ,Mochilas,MOCHILA TENZIN,"Mochila compacta diseñada para acompañarte en tus aventuras diarias. Con un enfoque minimalista, su amplio compartimento principal te permite llevar tus pertenencias sin complicaciones. Cuenta con bolsas laterales de fácil acceso para llevar botellas de agua o pequeños objetos. La bolsa frontal con cierre asegura tus pertenencias y las asas ajustables te brinda mejor comodidad al llevarla.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS27150-RQ 1120,$9.43 ,Bolígrafos,BOLíGRAFO INFINITO NIHAYA,"Bolígrafo con función dual, con una punta infinita tipo lápiz. Mecanismo twist. Destaca su peso ligero y su perfil delgado.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS27151-SIN 889,$387.72 ,Maletas,MALETA POID,Maleta con diseño deportivo. El compartimento principal con cierre. Con un bolsillo interno con cierre y un bolsillo interno simple. El bolsillo lateral con zapatera y el bolsillo trasero con forro.,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS27152-TMPS 199,$206.34 ,Termos,TERMO ZINAT,Doble pared. Cerrado al vacío. Pared interna y externa de acero inoxidable. Terminado rugoso. Tapa con asa de plástico con sistema de rosca. Sobretapa con cierre push y seguro antiderrame. Incluye popote. Mantiene temperatura caliente 6 hrs y temperatura fría hasta 12 hrs. Caja individual incluida.,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS27147-SIN 715,$454.89 ,Mochilas,MOCHILA ZUIDAS,"Mochila ejecutiva, fusiona elegancia, organización y comodidad en un solo diseño, elevando tu experiencia ejecutiva a un nivel superior. Su compartimento principal está diseñado con una división acolchada que ofrece una protección excepcional tanto para tu laptop como para tu tablet, y se asegura con velcro para más seguridad. La bolsa frontal está equipada con divisiones interiores estratégicamente ubicadas, lo que facilita la organización de tus accesorios esenciales. Además, cuenta con una bolsa frontal con cierre para artículos que necesitas tener al alcance de la mano y dos bolsillos laterales para botellas de agua u otros elementos pequeños. Para tu comodidad, la mochila presenta una espalda ac",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS27149-DAM 056,$103.80 ,Neceser,COSMETIQUERA ISABELLA,Cosmetiquera versátil con cierre con jareta. En su compartimento principal encontrarás dos prácticos bolsillos organizadores para mantener tus productos de belleza en orden.,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS27143-SIN 718,$446.34 ,Mochilas,MOCHILA KRATO,"Mochila estilo casual, cuenta con un amplio espacio en la bolsa principal, que puede expandirse al desprender los broches laterales, para una mejor organización. Dispone de un compartimento acolchado diseñado para proteger objetos digitales. Su innovador sistema de cierre, se compone de dos broches metálicos frontales para mayor protección. Cuenta con 2 asas ajustables, que le brindan mayor ajuste y comodidad.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS27144-SIN 190,$156.06 ,Loncheras,MOCHILA-LONCHERA CIBO,"Lonchera tipo mochila con asas, su diseño versátil permite llevarla como una mochila, facilitando su transporte. Cuenta con un bolsillo principal con cierre, que permite guardar los alimentos de manera segura y organizada. Incluye un bolsillo frontal con cierre, ideal para llevar utensilios o artículos pequeños. También cuenta con dos bolsillos laterales, adecuados para llevar botellas de agua u otros objetos de acceso rápido.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS27145-MOU 090,$132.06 ,Computo,MOUSE WELLE,Mouse inalámbrico óptico de 2.4G con un diseño ergonómico y click silencioso. Cuenta con receptor USB y botón DPI con 3 niveles para ajustar la sensibilidad del cursor. Batería (1 pila AA) no incluidas.,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS27146-DAM 055,$73.28 ,Belleza,COSMETIQUERA UZURI,Cosmetiquera con diseño en 3 colores. Cuenta con compartimento con cierre y una asa para transportarla. Manten tus productos esenciales de belleza organizados y accesibles en todo momento.,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS27142-SIN 717,$143.49 ,Loncheras,LONCHERA TANVI,"Lonchera con interior plastificado. Cuenta con bolsilloprincipal frontal con cierre, para almacenar alimentos deforma segura. En ambos laterales, cuenta con un bolsillo demalla, ideal para botellas de agua u otros artículos de accesorápido. En la parte superior, integra un asa con broche deplástico que facilita su portabilidad.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS26549-M 9090,$176.40 ,Carpetas,Carpeta Nabu,"Carpeta de curpiel ideal para organizar y llevar tus documentos importantes. Su portada y contraportada están acolchadas, brindando protección adicional a su contenido. Cuenta con una placa metálica en la portada que añade un toque de sofisticación y diversos compartimentos en el interior que te permiten llevar bolígrafos, hojas sueltas, tarjetas de presentación y otros accesorios esenciales de forma ordenada y segura. Incluye un bloc de notas de 20 hojas.",23.7 x 31 x 2.3 cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS26936-TMPS 197,$185.33 ,Termos,Termo Kawit,Doble pared. Pared interna y externa de acero inoxidable. Cerrado al vacío. Tapa con asa plegable de plástico con cierre de rosca. Sobretapas de push y  popote retractil. Mantiene temperatura caliente 6 hrs y temperatura fría 8 hrs aproximadamente. Incluye caja individual.,7 x 24.3 cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS27040-KTC 460,$40.13 ,Decoración,VELA HEIWA,Vela con aroma a vainilla. Incluye estuche de metal.,5.4 x 5.4 x 4.2 cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS26846-KIT 031,$438.11 ,Sets Oficina,Set Eco Suki,"Set de regalo Eco Suki, celebra el compromiso con el medio ambiente, presenta una selección de artículos respetuosos con el planeta, en una caja rígida con cierre imantado incluye libreta de 80 hojas de raya con lámina de encino, bolígrafo touch screen con grip de bambú y termo de 400 ml de doble pared con base de bambú.",31 x 25 x 10 cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS26847-KIT 032,$266.04 ,Sets Oficina,Set Zalika,"Set de regalo Zalika, es para aquellos que valoran la organización y la practicidad en su vida diaria, se presenta en una caja rígida con cierre de solapa imantada. Incluye powerbank de 2,600 mAh, llavero metálico, bolígrafo metálico y libreta de bolsillo con 80 hojas de raya.",30 x 22 x 4 cm Caja,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS26848-KIT 033,$281.14 ,Sets Oficina,Set Eco Solani,"Set de regalo Eco Solani cuenta con artículos ecológicos, es ideal para aquellos que aprecian la armonía entre estilo y responsabilidad ambiental, se presenta en una caja rígida con cierre de solapa imantada. Incluye powerbank de 2,600 mAh, llavero de madera, bolígrafo de bambú y libreta con pasta de corcho y 80 hojas de raya.",30 x 22 x 4 cm Caja,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS26029-SIN 607,$143.45 ,Viaje,Mochila De Viaje Jimmy,Bolsa principal y doble bolsillo frontal con cierre. Compartimento interno con cierre. Incluye asa superior y tirante de un hombro ajustable.,18 x 30 x 10 cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS26548-M 7982,$28.48 ,Llaveros,Llavero Kahn,"Llavero fabricado en metal con acabado cromado brillante. Por su diseño en forma de casco se convierte en el accesorio perfecto para los amantes de la industria de la construcción y seguridad. Además, incluye una placa ovalada para personalizar. Con el llavero metálico Brique, llevar tus llaves se convierte en un recordatorio constante de tu vocación y compromiso.",4 x 5.2 x 2 cm (Casco) / 3.1.4 cm (Placa) / Aro 3.4 cm (Diámetro),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS26630-SIN 516,$458.16 ,Maletas,Maleta Move,"La maleta Move es la compañera ideal para tus aventuras deportivas. Con su resistente diseño y textura única, esta maleta destaca tanto en estilo como en durabilidad. Cuenta con dos bolsillos interiores, uno con cierre y uno simple, que te permiten organizar tus pertenencias de forma eficiente. Su bolsillo lateral ofrece un acceso rápido a tus artículos esenciales. Además, la práctica zapatera te permite mantener tu calzado separado y protegido. Las asas superiores se ajustan a la altura que desees e incluye acolchonamiento para mayor comodidad. El asa para hombro incluye broches laterales, que la hacen removible y te brinda aún más opciones de transporte. Con esta maleta deportiva, podrás llevar todo lo que necesitas de",53 x 28 x 28 cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS26655-ANF 053,$108.38 ,Cilindros,Cilindro De Vidrio Nebbia,Cilindro de vidrio con terminado frosty. Tapa de bambú y sello de silicón de color. Incluye caja individual.,6.5 x 20 cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22094-KTC 201,$311.65 ,Loncheras,Set De Lonchera Pou,"Set de lonchera metálica. Incluye contender de alimentos con tapa a presión y elástico para cerrar, 1 tenedor y 1 cuchillo. Termo con doble pared metálica, sellado al vacío, tapa con cierre de rosca y asa de metal. Producto no apto para microondas, ni lavavajillas.",Lonchera 16.2 x 6 x 11.5 cm / Termo 7.1 x 22 cm / Caja 26 x 25.5 x 7.5 cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22100-ELM 001,$474.79 ,Termos,Termo Artisan,"Tecnología TrueBarrierT que usa aislamiento de triple pared. Doble pared de acero inoxidable y una capa de revestimiento de cobre. Cerrado al vacío. Material BPA free. Tapa de cerámica con tapón de seguridad, su forma evita derrames y quemaduras al tomar. Banda de silicón texturizada antiderrapante. Compatible con portavasos. Base antiderrapante. Mantiene temperatura caliente 6 hrs y fría 18 hrs aproximadamente. Incluye caja individual.",7.6 x 17.7 cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22109-AGP 024,$401.11 ,Agendas,Agenda Premiun 2024,"Agenda semanal con 145 hojas. Contiene datos personales, calendarios 2023-2024-2025, planeador 2024, presupuesto de gastos, seguimiento de nuevos hábitos, organizador de tareas, planeador de proyecto y días festivos. Incluye 7 secciones con separador de cartón, regla flexible, porta documentos, block de notas de 9.5 x 9.5 cm, block de notas de 14 x 18 cm, 3 hojas de notas adhesivas y caja individual tipo regalo.",20 x 24.2 cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22125-AGM 024,$56.49 ,Agendas,Agenda Mini Clásica 2024,"Agenda semanal con 80 hojas. Contiene datos personales, calendarios 2023-2024-2025, planeador 2024, presupuesto de gastos, seguimiento de nuevos hábitos, organizador de tareas, planeador de proyecto y días festivos. Incluye caja individual.",11 x 17.5 cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22127-PRO 098,$9.11 ,Accesorios,Portagafete Flexómetro Dot,Portagafete retráctil con clip sujetador. Incluye flexómetro de 100 cm.,3.8 x 9 cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22129-ELM 003,$408.69 ,Termos,Termo Lowball,Tecnología TrueBarrierT que usa aislamiento de triple pared. Doble pared de acero inoxidable y una capa de revestimiento de cobre. Cerrado al vacío. Material BPA free. Tapa de tritan con deslizador para evitar derrames. Banda de silicón texturizada antiderrapante. Base antiderrapante. Mantiene temperatura caliente 6 hrs y fría 18 hrs aproximadamente. Incluye caja individual.,8.4 x 10 cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22136-SIN 614,$83.53 ,Mochilas,Bolsa-mochila Flicken,Bolsa-mochila con tirantes gruesos ajustables con broche de plástico y cerrado de jareta. Incluye bolsillo frontal con cierre.,34 x 45 cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22160-AGMT 024,$58.74 ,Agendas,Agenda Mini Terra 2024,"Agenda semanal con 80 hojas. Contiene datos personales, calendarios 2023-2024-2025, planeador 2024, seguimiento de nuevos hábitos, organizador de tareas y  planeador de proyecto y días festivos. Incluye caja individual.",11 x 17.5 cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22188-ELM 002,$484.01 ,Termos,Termo Iconic,Tecnología TrueBarrierT que usa aislamiento de triple pared. Doble pared de acero inoxidable y una capa de revestimiento de cobre. Cerrado al vacío. Material BPA free. Tapa de bambú. Contiene filtro de acero inoxidable. Banda de silicón ajustable y removible. Terminado rugoso. Base antiderrapante. Mantiene temperatura caliente 12 hrs y fría 24 hrs aproximadamente. Incluye caja individual.,7 x 24.6 cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22211-HL 9089,$15.50 ,Libretas,Libreta Stone,"Libreta con 60 hojas de raya. Espiral metálico doble. Las hojas interiores están fabricadas a base de piedra natural. Este papel es resistente al agua,",9.5 x 14 cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22417-AGDU 024,$199.41 ,Agendas,Agenda Diaria Ultra 2024,"Agenda diaria con 174 hojas. Contiene datos personales, calendarios 2023-2024-2025, planeador 2024 y días festivos. Incluye caja individual.",20 x 27 cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22418-SIN 885,$127.74 ,Mochilas,Mochila Lift,Compartimento principal con broche. Bolsillo frontal con cierre y bolsillos laterales.,26 x 45 x 13 cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS26013-ANF 074,$24.83 ,Cilindros,Cilindro Kaveh,Sistema de rosca twist-off que permite abrir y cerrar la tapa en un giro. Tapa de metal con asa de poliéster.  Revisar que la tapa no esté cerrada completamente. No exponer el cilindro a temperaturas mayores a 40 °C durante su almacenamiento y transportación. Mantener en su empaque individual antes y después de su transformación. No apto para bebidas calientes. No introducir en microondas.Sistema de rosca twist-off que permite abrir y cerrar la tapa en un giro. Tapa de metal con asa de poliéster.  Revisar que la tapa no esté cerrada completamente. No exponer el cilindro a temperaturas mayores a 40 °C durante su almacenamiento y transportación. Mantener en su empaque individual antes y después de su transformación. No apt,7 x 24.6 cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS26021-HL 9087,$13.87 ,Libretas,Libreta Papir,"Libreta con 60 hojas: 20 de rayas, 20 con puntos y 20 en blanco. Pasta y hojas de papel kraft.",13.8 x 20.8 cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS26022-KTC 590,$12.35 ,Cubiertos,Set De Cubiertos Thai,"Set de cubiertos portátil material eco-friendly. Contiene cuchara, tenedor, cuchillo y estuche de almacenamiento. Liviano y fácil de transportar. Adecuado para lonchera escolar, almuerzo de trabajo, viajes etc.",17.4 x 5.5 x 3 cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS26023-SIN 611,$48.96 ,Bolsas,Bolsa-mochila Vatt,"Bolsa-mochila ecológica de algodón reciclado. Cierre por medio de jareta. Incluye bolsillo frontal, asas superiores para usar como bolsa y asas para usar como mochila.",35 x 42 cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS26024-PRO 092,$195.06 ,Viaje,Set Organizador De Viaje Devika,"Organizador de maleta 8 en 1. Incluye 3 bolsas para ropa con malla para una mejor ventilación, la bolsa grande y mediana incluyen dos sujetadores interiores con broche de plástico para organizar tus artículos, además de broches de plástico que te permiten unir las diferentes piezas; 1 bolsa con cierre y asa para ropa interior; 1 bolsa con cierre para calzado; 1 bolsa con cierre tipo jareta; 1 bolsa chica con cierre y 1 bolsa cosmetiquera con malla.",Bolsa grande: 41 x 31 x 11 cm / Bolsa mediana: 33 x 28 x 11 cm / Bolsa chica: 33 x 23 x 11 cm / Bolsa para ropa interior: 15 x 13 cm / Bolsa para calzado: 6 x 15 cm / Bolsa-morral: 15 x 15 cm / Bolsa ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS26025-TAZ 058,$66.80 ,Tazas,Taza Iglasi,Taza doble pared de vidrio resistente a bebidas calientes y frías. Incluye caja individual.,9.3 x 7.3 cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS26026-SIN 615,$85.46 ,Sets Oficina,Organizador Civitas,"Organizador con cierre de velcro. Compartimento principal con cierre, elásticos internos y separadores de tela para una mejor organización de artículos personales y material de malla para su ventilación. Incluye bolsillo frontal con cierre, bolsillo superior impermeable, gancho de plástico para colgar, bolsillo en la parte posterior y asa superior.",24 x 20 x 10 cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS26027-SIN 887,$305.26 ,Mochilas,Mochila Ligne,"Bolsa principal con cierre, compartimento para laptop y bolsillo interno para organizar accesorios. Incluye bolsillo lateral de malla y aditamento especial trasero para colocar en trolley. Equipada con un cable USB de carga, solo conecta tu Power Bank en el cable interior de tu mochila y conecta tus dispositivos móviles sin la necesidad de llevar tu batería en la mano (esta mochila no tiene energía propia y no incluye Power Bank).",30 x 43 x 16 cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS26028-SIN 612,$39.03 ,Bolsas,Bolsa Kasvi ,Bolsa ecológica de algodón reciclado. Sin fuelle. Incluye bolsillo frontal. Estampado de rayas.,38 x 42 cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS26030-HL 006,$52.00 ,Agendas,Planeador Semanal Ziel,"Libreta ecológica tamaño profesional con planeador semanal. Organiza fácilmente tus actividades y logra tus objetivos semanales. Incluye pasta dura de cartón, 80 hojas ecológicas y elástico para bolígrafo.",21 x 30 cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS26031-SIN 886,$202.46 ,Mochilas,Mochila Sanya,"Bolsa principal con broche, interior con compartimento para laptop. Incluye bolsillo frontal con cierre y bolsillo lateral de malla",28 x 42 x 16 cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS26032-SIN 613,$75.43 ,Bolsas,Bolsa Watte,Bolsa ecológica de algodón reciclado. Incluye jaretas laterales ajustables y base con fuelle de cartón removible.,45 x 28 x 17 cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS26033-SIN 884,$284.79 ,Maletas,Maleta Spier,"Compartimento principal con cierre. Doble bolsillo frontal, incluye aditamento de plástico para colgar accesorios. Compartimento para calzado y bolsillo lateral de malla. Incluye asa para hombro ajustable",54 x 29 x 23 cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS26034-SIN 888,$203.06 ,Hieleras,Hielera Koel,"Interior y exterior plastificado impermeable. Bolsa principal con cierre, bolsillo frontal con cierre. Incluye asa de mano y correa larga ajustable.",32 x 29 x 22 cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS26049-TAZ 062,$167.38 ,Tazas,Taza Tasse,Doble pared. Cerrado al vacío. Pared interna y externa de acero inoxidable. Terminado rugoso. Incluye tapa de plástico con válvula de seguridad y orificio para popote. Mantiene temperatura caliente 8 hrs y temperatura fría 10 hrs. Incluye caja individual.,6.9 x 15.3 cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS26051-EVS 002,$459.79 ,Termos,Termo Aspen,Tecnología TriMaxT que usa aislamiento de triple pared. Doble pared de acero inoxidable y una capa de revestimiento de cobre para proporcionar la máxima retención de temperatura. Cerrado al vacío. Mantiene temperatura caliente 20 hrs y fría 100 hrs aproximadamente. Sus propiedades térmicas no pueden ser igualadas por ningún otro termo. Tapa de metal  con asa oculta plegable y rosca interior que permite abrir y cerrar de forma rápida y sencilla con un giro y medio. Material BPA free. Base antiderrapante. Borde suave y cómodo para beber. Compatible con cubos de hielo y portavasos. Incluye caja individual.,7.3 x 30 cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS26052-EVS 003,$546.06 ,Termos,Termo Boulder,"Tecnología TriMaxT que usa aislamiento de triple pared. Doble pared de acero inoxidable y una capa de revestimiento de cobre para proporcionar la máxima retención de temperatura. Cerrado al vacío. Mantiene temperatura caliente 14 hrs y fría 72 hrs aproximadamente. Incluye filtro de acero inoxidable para té, fruta o hielos. La tapa ReflectaT está aislada y revestida con acero inoxidable, lo que mejora la retención de la temperatura, evita que las bebidas toquen el plástico. La tapa también cuenta con doble apertura con una boca ancha para facilitar el llenado y una boca pequeña para beber, un asa de silicón resistente y flexible integrada y un sellado seguro a prueba de fugas. Material BPA free. El ancho del",7.4 x 29 cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS26053-TMPS 177,$291.08 ,Termos,Termo Calypso,Doble pared. Cerrado al vacío. Pared interna y externa acero inoxidable. Tapa de rosca con terminado rubber,7.5 x 28 cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS26318-EVS 001,$199.83 ,Cilindros,Cilindro Wave,"Cilindro hecho de plástico Eastman TritánT de larga duración y libre de BPA, BPS y ftalatos. Incluye asa de transporte con un agarre cómodo y suave al tacto, una boquilla abatible para hidratarse y un popote de silicón desmontable para facilitar la limpieza. Se adapta a la mayoría de los portavasos. Se tendrá la comodidad y la conveniencia de beber con una sola mano, sin inclinación.",7.2 x 25 cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS26319-SIN 309,$71.16 ,Mochilas,Mochila Voyage,"Mochila ligera de viaje. Incluye un pequeño bolso de jareta en su interior que le permite plegarse al tamaño de una cartera, ideal para guardar en tu maleta o bolso. Bolsillo principal y frontal con cierre y bolsillo lateral con elástico",44 x 26 x 12 cm (extendida) / 9 x 13 cm (plegada),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS26320-SIN 853,$215.44 ,Loncheras,Lonchera Mallorca,Lonchera de curpiel. Interior plastificado. Compartimento principal y bolsillo frontal con cierre. Asas de tela con agarradera de curpiel,24 x 28 X 14 cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
